FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2015/16,Vancouver Island,Nanaimo Regional General Hospital,Gastrostomy/Jejunostomy,0,<5,,
2015/16,Vancouver Island,Royal Jubilee Hospital,Gastrostomy/Jejunostomy,0,<5,,
2015/16,Vancouver Island,St. Joseph'S General Hospital,Gastrostomy/Jejunostomy,0,<5,,
2015/16,Vancouver Island,West Coast General Hospital,Gastrostomy/Jejunostomy,0,<5,,
2015/16,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,0,<5,,
2015/16,Fraser,Royal Columbian Hospital,Hand/Wrist Surgery,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Hand/Wrist Surgery,0,<5,,
2015/16,Interior,Lillooet Hospital And Health Centre,Hand/Wrist Surgery,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,0,26,2.7,6.1
2015/16,Northern,Prince Rupert Regional Hospital,Hand/Wrist Surgery,0,8,3.3,10.9
2015/16,Northern,Wrinch Memorial Hospital,Hand/Wrist Surgery,0,<5,,
2015/16,Vancouver Coastal,Vancouver General Hospital,Hand/Wrist Surgery,0,14,1.9,10.0
2015/16,Vancouver Island,Victoria General Hospital,Hand/Wrist Surgery,0,<5,,
2015/16,Interior,Lillooet Hospital And Health Centre,Hernia Repair - Abdominal,0,6,4.9,15.1
2015/16,Northern,Wrinch Memorial Hospital,Hernia Repair - Abdominal,0,<5,,
2015/16,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Hiatal,0,7,16.6,30.3
2015/16,Fraser,Chilliwack General Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Interior,Penticton Regional Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Northern,Prince Rupert Regional Hospital,Hernia Repair - Hiatal,0,5,3.7,13.4
2015/16,Vancouver Coastal,Lions Gate Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Vancouver Coastal,Richmond Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Vancouver Island,Saanich Peninsula Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Vancouver Island,Victoria General Hospital,Hernia Repair - Hiatal,0,<5,,
2015/16,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,0,13,4.7,6.5
2015/16,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,0,<5,,
2015/16,Fraser,Royal Columbian Hospital,Kidney/Bladder Stone Removal,0,8,6.0,10.3
2015/16,Northern,Mills Memorial Hospital,Kidney/Bladder Stone Removal,0,7,0.3,5.1
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Kidney/Bladder Stone Removal,0,<5,,
2015/16,Vancouver Coastal,Lions Gate Hospital,Kidney/Bladder Stone Removal,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Esophagectomy,0,<5,,
2015/16,Interior,Kelowna General Hospital,Esophagectomy,0,30,3.7,4.9
2015/16,Northern,The University Hospital Of Northern British Columbia,Esophagectomy,0,<5,,
2015/16,Fraser,Delta Hospital,Examination Under Anaesthetic,0,6,3.3,13.5
2015/16,Interior,Cariboo Memorial Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Interior,Elk Valley Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Interior,Kootenay Lake Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Interior,Queen Victoria Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Interior,Shuswap Lake General Hospital,Examination Under Anaesthetic,0,5,4.9,9.7
2015/16,Interior,Summerland Memorial Health Centre,Examination Under Anaesthetic,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Northern,Kitimat General Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,0,8,2.7,5.2
2015/16,Vancouver Coastal,Lions Gate Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Vancouver Coastal,Richmond Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Vancouver Coastal,Sechelt Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Vancouver Coastal,Ubc Health Sciences Centre,Examination Under Anaesthetic,0,<5,,
2015/16,Fraser,Langley Memorial Hospital,Excision Gynecomastia,0,<5,,
2015/16,Interior,Kootenay Boundary Regional Hospital,Excision Gynecomastia,0,<5,,
2015/16,Interior,Royal Inland Hospital,Excision Gynecomastia,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Excision Gynecomastia,0,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,Excision Gynecomastia,0,<5,,
2015/16,Vancouver Island,Saanich Peninsula Hospital,Excision Gynecomastia,0,<5,,
2015/16,Fraser,Peace Arch Hospital,Excision Lesion/Tumour,0,22,5.7,13.2
2015/16,Northern,Kitimat General Hospital,Excision Lesion/Tumour,0,<5,,
2015/16,Northern,Prince Rupert Regional Hospital,Excision Lesion/Tumour,0,13,1.7,2.7
2015/16,Northern,St. John Hospital,Excision Lesion/Tumour,0,<5,,
2015/16,Vancouver Coastal,Powell River General Hospital,Excision Lesion/Tumour,0,7,2.9,4.9
2015/16,Vancouver Island,Saanich Peninsula Hospital,Excision Lesion/Tumour,0,8,5.0,17.5
2015/16,Fraser,Abbotsford Regional Hospital And Cancer Centre,Facial Bone Reconstruction,0,<5,,
2015/16,Fraser,Chilliwack General Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Fraser,Delta Hospital,Facial Bone Reconstruction,0,33,4.9,7.4
2015/16,Fraser,Ridge Meadows Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Interior,Royal Inland Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Vancouver Island,Campbell River And District General Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Vancouver Island,St. Joseph'S General Hospital,Facial Bone Reconstruction,0,<5,,
2015/16,Interior,Lillooet Hospital And Health Centre,Fallopian Tube/Ovarian Surgery,0,<5,,
2015/16,Interior,Queen Victoria Hospital,Fallopian Tube/Ovarian Surgery,0,6,10.4,11.6
2015/16,Northern,Wrinch Memorial Hospital,Fallopian Tube/Ovarian Surgery,0,6,3.5,9.1
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Fallopian Tube/Ovarian Surgery,0,<5,,
2015/16,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Interior,Kelowna General Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Northern,Kitimat General Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Vancouver Coastal,Mount Saint Joseph Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Vancouver Coastal,Ubc Health Sciences Centre,Fistula Repair - Non Vascular,0,<5,,
2015/16,Vancouver Coastal,Vancouver General Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Vancouver Island,Cowichan District Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Fraser,Burnaby Hospital,Foot/Ankle Surgery,0,6,4.5,6.3
2015/16,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,0,22,15.9,34.8
2015/16,Interior,Golden And District General Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Vancouver Coastal,Mount Saint Joseph Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Vancouver Island,Cowichan District Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Fraser,Burnaby Hospital,Foreign Body Removal Surgery,0,6,2.4,17.5
2015/16,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,0,7,0.6,1.5
2015/16,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,0,5,0.4,3.9
2015/16,Fraser,Pattison Outpatient Centre,Foreign Body Removal Surgery,0,<5,,
2015/16,Fraser,Royal Columbian Hospital,Foreign Body Removal Surgery,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Foreign Body Removal Surgery,0,<5,,
2015/16,Northern,Prince Rupert Regional Hospital,Bowel Resection,0,7,0.7,1.9
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Bowel Resection,0,7,0.7,1.6
2015/16,Vancouver Coastal,Sechelt Hospital,Bowel Resection,0,<5,,
2015/16,Interior,Elk Valley Hospital,Breast Biopsy,0,<5,,
2015/16,Interior,Kootenay Boundary Regional Hospital,Breast Biopsy,0,33,2.7,5.9
2015/16,Northern,Fort St John General Hospital,Breast Biopsy,0,10,1.8,3.7
2015/16,Northern,G.R. Baker Memorial Hospital,Breast Biopsy,0,6,2.3,4.4
2015/16,Northern,St. John Hospital,Breast Biopsy,0,<5,,
2015/16,Vancouver Coastal,Vancouver General Hospital,Breast Biopsy,0,<5,,
2015/16,Vancouver Island,West Coast General Hospital,Breast Biopsy,0,15,1.9,8.1
2015/16,Fraser,Delta Hospital,Breast Reconstruction,0,<5,,
2015/16,Fraser,Ridge Meadows Hospital,Breast Reconstruction,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Breast Reconstruction,0,<5,,
2015/16,Interior,Kootenay Boundary Regional Hospital,Breast Reconstruction,0,21,7.1,14.1
2015/16,Interior,Shuswap Lake General Hospital,Breast Reconstruction,0,<5,,
2015/16,Northern,St. John Hospital,Breast Reconstruction,0,<5,,
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Breast Reconstruction,0,<5,,
2015/16,Interior,Kootenay Boundary Regional Hospital,Breast Reduction,0,18,11.1,26.4
2015/16,Northern,G.R. Baker Memorial Hospital,Breast Reduction,0,<5,,
2015/16,Vancouver Island,Royal Jubilee Hospital,CSF Drainage,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Cholecystectomy,0,88,1.0,6.0
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Cholecystectomy,0,6,2.7,4.4
2015/16,Interior,Shuswap Lake General Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Colostomy/Ileostomy,0,5,3.0,8.0
2015/16,Northern,G.R. Baker Memorial Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Colostomy/Ileostomy,0,6,1.1,3.6
2015/16,Northern,Prince Rupert Regional Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Vancouver Coastal,Powell River General Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Vancouver Coastal,Sechelt Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Vancouver Island,Cowichan District Hospital,Colostomy/Ileostomy,0,12,5.8,9.7
2015/16,Vancouver Island,Saanich Peninsula Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cone Biopsy,0,12,0.7,2.7
2015/16,Fraser,Delta Hospital,Cone Biopsy,0,6,0.8,1.3
2015/16,Fraser,Pattison Outpatient Centre,Cone Biopsy,0,<5,,
2015/16,Fraser,Royal Columbian Hospital,Cone Biopsy,0,<5,,
2015/16,Interior,East Kootenay Regional Hospital,Cone Biopsy,0,5,1.9,9.2
2015/16,Interior,Vernon Jubilee Hospital,Cone Biopsy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Cone Biopsy,0,51,3.7,9.1
2015/16,Northern,Mills Memorial Hospital,Cone Biopsy,0,10,1.2,3.0
2015/16,Provincial Health Services Authority,B.C. Cancer Agency,Cone Biopsy,0,15,3.4,7.0
2015/16,Vancouver Coastal,Powell River General Hospital,Cone Biopsy,0,<5,,
2015/16,Vancouver Coastal,St. Paul'S Hospital,Cone Biopsy,0,<5,,
2015/16,Vancouver Coastal,Vancouver General Hospital,Cone Biopsy,0,<5,,
2015/16,Vancouver Island,Saanich Peninsula Hospital,Cone Biopsy,0,<5,,
2015/16,Vancouver Island,St. Joseph'S General Hospital,Cone Biopsy,0,8,4.6,7.3
2015/16,Vancouver Island,West Coast General Hospital,Cone Biopsy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Cranial Surgery,0,<5,,
2015/16,Vancouver Island,Royal Jubilee Hospital,Cranial Surgery,0,<5,,
2015/16,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,0,7,5.0,10.8
2015/16,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,0,5,9.6,17.6
2015/16,Fraser,Royal Columbian Hospital,Cyst/Ganglion Removal,0,<5,,
2015/16,Interior,Kootenay Lake Hospital,Cyst/Ganglion Removal,0,<5,,
2015/16,Interior,Lillooet Hospital And Health Centre,Cyst/Ganglion Removal,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Cyst/Ganglion Removal,0,8,0.8,1.2
2015/16,Northern,Prince Rupert Regional Hospital,Cyst/Ganglion Removal,0,18,1.7,5.4
2015/16,Northern,Wrinch Memorial Hospital,Cyst/Ganglion Removal,0,5,5.1,6.3
2015/16,Vancouver Coastal,Powell River General Hospital,Cyst/Ganglion Removal,0,6,2.9,4.9
2015/16,Interior,Golden And District General Hospital,D&C and Related Surgery,0,<5,,
2015/16,Interior,Lillooet Hospital And Health Centre,D&C and Related Surgery,0,<5,,
2015/16,Interior,Queen Victoria Hospital,D&C and Related Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,D&C and Related Surgery,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,D&C and Related Surgery,0,<5,,
2015/16,Interior,Royal Inland Hospital,Endarterectomy,0,20,0.1,1.6
2015/16,Fraser,Surrey Memorial Hospital,Esophagectomy,0,38,1.8,3.0
2014/15,Northern,Mills Memorial Hospital,Wound/Laceration Care,0,5,1.1,4.4
2014/15,Northern,Prince Rupert Regional Hospital,Wound/Laceration Care,0,7,1.7,6.4
2014/15,Vancouver Coastal,Powell River General Hospital,Wound/Laceration Care,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Wound/Laceration Care,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Wound/Laceration Care,0,<5,,
2015/16,Fraser,Chilliwack General Hospital,Abdominoplasty,0,<5,,
2015/16,Fraser,Delta Hospital,Abdominoplasty,0,<5,,
2015/16,Fraser,Peace Arch Hospital,Abdominoplasty,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,Abdominoplasty,0,<5,,
2015/16,Interior,Kootenay Boundary Regional Hospital,Abdominoplasty,0,19,6.3,23.7
2015/16,Interior,Royal Inland Hospital,Abdominoplasty,0,6,2.9,4.5
2015/16,Northern,Prince Rupert Regional Hospital,Abdominoplasty,0,<5,,
2015/16,Northern,The University Hospital Of Northern British Columbia,Abdominoplasty,0,8,1.9,9.7
2015/16,Vancouver Coastal,Lions Gate Hospital,Abdominoplasty,0,<5,,
2015/16,Vancouver Coastal,Powell River General Hospital,Abdominoplasty,0,<5,,
2015/16,Vancouver Coastal,Vancouver General Hospital,Abdominoplasty,0,<5,,
2015/16,Vancouver Island,West Coast General Hospital,Abdominoplasty,0,<5,,
2015/16,Interior,Cariboo Memorial Hospital,All Other Procedures,0,26,1.3,3.9
2015/16,Interior,Pleasant Valley Health Centre,All Other Procedures,0,<5,,
2015/16,Interior,Queen Victoria Hospital,All Other Procedures,0,5,7.0,9.1
2015/16,Northern,Bulkley Valley District Hospital,All Other Procedures,0,11,2.3,12.1
2015/16,Northern,Fort St John General Hospital,All Other Procedures,0,5,1.3,7.6
2015/16,Northern,Prince Rupert Regional Hospital,All Other Procedures,0,20,2.1,6.1
2015/16,Northern,St. John Hospital,All Other Procedures,0,<5,,
2015/16,Northern,Wrinch Memorial Hospital,All Other Procedures,0,<5,,
2015/16,Vancouver Coastal,Squamish General Hospital,All Other Procedures,0,6,0.9,4.0
2015/16,Vancouver Island,Saanich Peninsula Hospital,All Other Procedures,0,<5,,
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Aortic Aneurysm Repair,0,<5,,
2015/16,Fraser,Ridge Meadows Hospital,Appendectomy,0,<5,,
2015/16,Interior,Kelowna General Hospital,Appendectomy,0,6,3.5,19.9
2015/16,Interior,Lillooet Hospital And Health Centre,Appendectomy,0,<5,,
2015/16,Interior,Penticton Regional Hospital,Appendectomy,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Appendectomy,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Appendectomy,0,<5,,
2015/16,Northern,Mills Memorial Hospital,Appendectomy,0,<5,,
2015/16,Northern,The University Hospital Of Northern British Columbia,Appendectomy,0,<5,,
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Appendectomy,0,25,0.1,7.6
2015/16,Vancouver Coastal,Lions Gate Hospital,Appendectomy,0,<5,,
2015/16,Vancouver Coastal,Powell River General Hospital,Appendectomy,0,<5,,
2015/16,Vancouver Coastal,Sechelt Hospital,Appendectomy,0,<5,,
2015/16,Vancouver Island,Cowichan District Hospital,Appendectomy,0,<5,,
2015/16,Fraser,Burnaby Hospital,Bariatric Surgery,0,<5,,
2015/16,Fraser,Delta Hospital,Bariatric Surgery,0,<5,,
2015/16,Fraser,Langley Memorial Hospital,Bariatric Surgery,0,<5,,
2015/16,Northern,The University Hospital Of Northern British Columbia,Bariatric Surgery,0,<5,,
2015/16,Interior,Golden And District General Hospital,Biopsy in OR,0,<5,,
2015/16,Interior,Kootenay Lake Hospital,Biopsy in OR,0,<5,,
2015/16,Interior,Queen Victoria Hospital,Biopsy in OR,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Biopsy in OR,0,7,0.7,9.1
2015/16,Northern,Kitimat General Hospital,Biopsy in OR,0,19,4.7,9.7
2015/16,Northern,Prince Rupert Regional Hospital,Biopsy in OR,0,<5,,
2015/16,Northern,St. John Hospital,Biopsy in OR,0,<5,,
2015/16,Vancouver Coastal,Powell River General Hospital,Biopsy in OR,0,13,4.1,11.6
2015/16,Vancouver Coastal,Sechelt Hospital,Biopsy in OR,0,<5,,
2015/16,Vancouver Coastal,Squamish General Hospital,Biopsy in OR,0,<5,,
2015/16,Interior,Kootenay Lake Hospital,Bladder Surgery,0,8,6.2,12.9
2015/16,Northern,G.R. Baker Memorial Hospital,Bladder Surgery,0,5,0.3,3.0
2015/16,Northern,Kitimat General Hospital,Bladder Surgery,0,6,4.0,6.6
2015/16,Northern,Prince Rupert Regional Hospital,Bladder Surgery,0,<5,,
2015/16,Northern,Wrinch Memorial Hospital,Bladder Surgery,0,<5,,
2015/16,Provincial Health Services Authority,B.C. Children'S Hospital,Bladder Surgery,0,<5,,
2015/16,Vancouver Coastal,Squamish General Hospital,Bladder Surgery,0,7,21.6,27.7
2015/16,Interior,Cariboo Memorial Hospital,Bowel Resection,0,44,2.1,4.2
2015/16,Northern,Bulkley Valley District Hospital,Bowel Resection,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Thyroidectomy,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Thyroidectomy,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Thyroidectomy,0,12,2.6,4.5
2014/15,Northern,Dawson Creek And District Hospital,Thyroidectomy,0,6,3.6,5.9
2014/15,Northern,G.R. Baker Memorial Hospital,Thyroidectomy,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Thyroidectomy,0,5,0.1,4.4
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Thyroidectomy,0,5,1.4,3.5
2014/15,Fraser,Peace Arch Hospital,Tonsillectomy/Adenoidectomy,0,8,4.4,16.0
2014/15,Interior,Queen Victoria Hospital,Tonsillectomy/Adenoidectomy,0,10,7.4,17.2
2014/15,Northern,Prince Rupert Regional Hospital,Tonsillectomy/Adenoidectomy,0,18,0.6,1.1
2014/15,Vancouver Coastal,Powell River General Hospital,Tonsillectomy/Adenoidectomy,0,<5,,
2014/15,Fraser,Eagle Ridge Hospital,Tympanoplasty,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Tympanoplasty,0,9,6.0,10.4
2014/15,Northern,Fort St John General Hospital,Tympanoplasty,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Tympanoplasty,0,8,0.0,1.3
2014/15,Northern,Wrinch Memorial Hospital,Tympanoplasty,0,<5,,
2014/15,Vancouver Island,Cowichan District Hospital,Tympanoplasty,0,10,5.1,10.8
2014/15,Interior,100 Mile District General Hospital,Uterine Surgery,0,<5,,
2014/15,Interior,Creston Valley Hospital,Uterine Surgery,0,<5,,
2014/15,Interior,Golden And District General Hospital,Uterine Surgery,0,<5,,
2014/15,Northern,St. John Hospital,Uterine Surgery,0,6,10.0,13.9
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Uterine Surgery,0,<5,,
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Uterine Surgery,0,<5,,
2014/15,Vancouver Island,Royal Jubilee Hospital,Uterine Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Vaginal Repair,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Vaginal Repair,0,6,6.1,10.9
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Vaginal Repair,0,<5,,
2014/15,Interior,Queen Victoria Hospital,Varicose Veins Ligation/Stripping,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Varicose Veins Ligation/Stripping,0,7,8.9,42.2
2014/15,Northern,Mills Memorial Hospital,Varicose Veins Ligation/Stripping,0,5,4.4,10.3
2014/15,Northern,Prince Rupert Regional Hospital,Varicose Veins Ligation/Stripping,0,5,5.9,10.5
2014/15,Vancouver Island,Cowichan District Hospital,Varicose Veins Ligation/Stripping,0,6,2.9,4.9
2014/15,Fraser,Pattison Outpatient Centre,Vascular Bypass Graft - Non Cardiac,0,<5,,
2014/15,Fraser,Burnaby Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Fraser,Eagle Ridge Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Fraser,Ridge Meadows Hospital,Vascular Surgery - Other,0,13,1.6,4.6
2014/15,Fraser,Surrey Memorial Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Vascular Surgery - Other,0,11,1.0,2.1
2014/15,Interior,Golden And District General Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Interior,Kootenay Lake Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Vascular Surgery - Other,0,5,1.9,4.3
2014/15,Northern,G.R. Baker Memorial Hospital,Vascular Surgery - Other,0,14,1.5,3.5
2014/15,Northern,Mills Memorial Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Vascular Surgery - Other,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Cancer Agency,Vascular Surgery - Other,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Vascular Surgery - Other,0,5,0.4,5.3
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Vascular Surgery - Other,0,25,4.9,15.8
2014/15,Vancouver Coastal,Powell River General Hospital,Vascular Surgery - Other,0,16,0.7,1.0
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Vascular Surgery - Other,0,10,8.1,19.4
2014/15,Vancouver Island,Campbell River And District General Hospital,Vascular Surgery - Other,0,15,2.0,5.5
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Vascular Surgery - Other,0,40,0.9,3.3
2014/15,Vancouver Island,Victoria General Hospital,Vascular Surgery - Other,0,52,3.1,9.1
2014/15,Vancouver Island,West Coast General Hospital,Vascular Surgery - Other,0,8,1.0,4.8
2014/15,Interior,Cariboo Memorial Hospital,Wound/Laceration Care,0,5,0.9,2.5
2014/15,Interior,Elk Valley Hospital,Wound/Laceration Care,0,<5,,
2014/15,Interior,Penticton Regional Hospital,Wound/Laceration Care,0,5,2.1,3.3
2014/15,Interior,Queen Victoria Hospital,Wound/Laceration Care,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Wound/Laceration Care,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Wound/Laceration Care,0,15,0.1,3.3
2014/15,Northern,Fort St John General Hospital,Wound/Laceration Care,0,6,2.5,6.1
2014/15,Northern,G.R. Baker Memorial Hospital,Wound/Laceration Care,0,24,0.4,2.9
2014/15,Northern,Kitimat General Hospital,Wound/Laceration Care,0,5,2.9,4.9
2014/15,Vancouver Coastal,St. Paul'S Hospital,Scope of Chest,0,<5,,
2014/15,Vancouver Island,Victoria General Hospital,Scope of Chest,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Shoulder Surgery,0,20,1.6,3.0
2014/15,Northern,St. John Hospital,Shoulder Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Shunt Insertion/Removal,0,<5,,
2014/15,Vancouver Coastal,Vancouver General Hospital,Shunt Insertion/Removal,0,<5,,
2014/15,Vancouver Island,Victoria General Hospital,Shunt Insertion/Removal,0,6,1.6,4.0
2014/15,Northern,Kitimat General Hospital,Sinus Surgery,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Sinus Surgery,0,<5,,
2014/15,Vancouver Island,Cowichan District Hospital,Sinus Surgery,0,5,2.1,22.1
2014/15,Fraser,Chilliwack General Hospital,Skin Surgery,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Skin Surgery,0,<5,,
2014/15,Fraser,Ridge Meadows Hospital,Skin Surgery,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Skin Surgery,0,8,0.8,1.2
2014/15,Interior,Cariboo Memorial Hospital,Skin Surgery,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Skin Surgery,0,<5,,
2014/15,Interior,Vernon Jubilee Hospital,Skin Surgery,0,5,2.4,31.7
2014/15,Northern,Dawson Creek And District Hospital,Skin Surgery,0,<5,,
2014/15,Northern,Fort St John General Hospital,Skin Surgery,0,10,2.1,3.1
2014/15,Vancouver Coastal,Powell River General Hospital,Skin Surgery,0,<5,,
2014/15,Vancouver Coastal,Sechelt Hospital,Skin Surgery,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Skin Surgery,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Skin Surgery,0,<5,,
2014/15,Interior,Creston Valley Hospital,Skin Tumour Removal,0,14,1.9,4.7
2014/15,Interior,Kootenay Lake Hospital,Skin Tumour Removal,0,<5,,
2014/15,Interior,Pleasant Valley Health Centre,Skin Tumour Removal,0,6,4.7,15.9
2014/15,Northern,Fort St John General Hospital,Skin Tumour Removal,0,19,3.9,8.7
2014/15,Northern,Mills Memorial Hospital,Skin Tumour Removal,0,21,0.0,5.3
2014/15,Northern,Wrinch Memorial Hospital,Skin Tumour Removal,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Cancer Agency,Skin Tumour Removal,0,12,1.9,8.4
2014/15,Vancouver Island,West Coast General Hospital,Skin Tumour Removal,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Sphincterotomy,0,<5,,
2014/15,Fraser,Eagle Ridge Hospital,Sphincterotomy,0,<5,,
